year,reporter,reporter_code,partner,partner_code,flow,flow_code,hs_code,commodity,trade_value_usd,net_weight_kg
2019,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,38526500.0,0.0
2019,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,337652536.0,0.0
2020,USA,842,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",436809972.0,0.0
2020,USA,842,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,273343640.0,0.0
2020,USA,842,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1235669628.0,0.0
2020,USA,842,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2454094604.0,0.0
2020,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,17254137.0,0.0
2020,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,313415080.0,0.0
2021,USA,842,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",639129636.0,400860.395
2021,USA,842,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,536541769.0,348135.213
2021,USA,842,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1311845963.0,827371.747
2021,USA,842,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2140726938.0,0.0
2021,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,14947714.0,0.0
2021,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,366321178.0,0.0
2022,USA,842,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",734869450.0,
2022,USA,842,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,548963729.0,255310.948
2022,USA,842,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1785084740.0,
2022,USA,842,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1444904375.0,
2022,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,22524821.0,10790.934
2022,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,449086334.0,
2023,USA,842,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",879320655.0,484256.024
2023,USA,842,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,236493837.0,126383.236
2023,USA,842,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1228224162.0,661822.101
2023,USA,842,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1745727402.0,
2023,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,15309944.0,
2023,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,316458688.0,
2024,USA,842,Rep. of Korea,410,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1147856748.0,
2024,USA,842,Rep. of Korea,410,Import,M,854232,Electronic integrated circuits; memories,433630817.0,233118.137
2024,USA,842,Rep. of Korea,410,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,766346226.0,468998.768
2024,USA,842,Rep. of Korea,410,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1823113390.0,
2024,USA,842,Rep. of Korea,410,Export,X,854232,Electronic integrated circuits; memories,11064270.0,
2024,USA,842,Rep. of Korea,410,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,627826175.0,
2018,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4722587.0,0.0
2018,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,909133.0,0.0
2018,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2344321.0,0.0
2018,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",187818875.0,0.0
2018,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,18022135.0,0.0
2018,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,191587387.0,0.0
2019,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2590631.0,0.0
2019,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,158260.0,121.327
2019,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2092005.0,0.0
2019,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",210068045.0,0.0
2019,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,20809120.0,0.0
2019,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,185810626.0,0.0
2020,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",6518156.0,0.0
2020,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,131514.0,0.0
2020,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2667456.0,0.0
2020,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",175535426.0,0.0
2020,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,15574972.0,0.0
2020,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,156702980.0,0.0
2021,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4026584.0,2525.463
2021,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,155478.0,100.882
2021,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,3082703.0,1944.238
2021,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",211260423.0,0.0
2021,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,19461514.0,0.0
2021,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,265399320.0,0.0
2022,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5761533.0,
2022,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,130284.0,60.592
2022,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,8993420.0,
2022,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",301329238.0,
2022,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,10260836.0,4915.644
2022,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,264806948.0,
2023,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",13965680.0,7691.125
2023,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,383969.0,205.195
2023,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,8415518.0,4534.657
2023,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",241871326.0,
2023,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,9146572.0,
2023,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,218208469.0,
2024,USA,842,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8985721.0,
2024,USA,842,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,429222.0,230.748
2024,USA,842,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,5907958.0,3615.631
2024,USA,842,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",196957668.0,
2024,USA,842,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,5276732.0,
2024,USA,842,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,163041170.0,
2018,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",124305030.0,0.0
2018,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,298234930.0,0.0
2018,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,140667869.0,0.0
2018,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",191140495.0,0.0
2018,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,595005922.0,0.0
2018,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,279900957.0,0.0
2019,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",129357544.0,0.0
2019,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,170155119.0,130445.834
2019,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,148215807.0,0.0
2019,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",173378353.0,0.0
2019,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,535819717.0,0.0
2019,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,288310194.0,0.0
2020,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",117489844.0,0.0
2020,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,253004188.0,0.0
2020,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,175076772.0,0.0
2020,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",229501235.0,0.0
2020,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,592274094.0,0.0
2020,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,301002446.0,0.0
2021,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",262762119.0,164803.697
2021,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,109385164.0,70974.581
2021,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,178551776.0,112611.312
2021,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",174525168.0,0.0
2021,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,424097917.0,0.0
2021,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,349040133.0,0.0
2022,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",171282047.0,
2022,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,122042872.0,56759.454
2022,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,100185069.0,
2022,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",208538670.0,
2022,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,367309618.0,175966.49
2022,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,337859728.0,
2023,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",272967856.0,150327.787
2023,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,123262958.0,65872.209
2023,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,85626427.0,46139.348
2023,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",322458269.0,
2023,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,342927148.0,
2023,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,259171444.0,
2024,USA,842,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",178106319.0,
2024,USA,842,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,74233660.0,39907.709
2024,USA,842,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,76110351.0,46579.026
2024,USA,842,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",190348522.0,
2024,USA,842,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,231549195.0,
2024,USA,842,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,199148019.0,
2018,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",129950117.0,0.0
2018,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,6130174.0,0.0
2018,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,123649267.0,0.0
2018,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",636152886.0,0.0
2018,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,28105104.0,0.0
2018,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,212562315.0,0.0
2019,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",133318472.0,0.0
2019,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3693752.0,2831.737
2019,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,121500386.0,0.0
2019,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",758496002.0,0.0
2019,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,19164295.0,0.0
2019,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,214684144.0,0.0
2020,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",104268241.0,0.0
2020,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3005410.0,0.0
2020,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,85964263.0,0.0
2020,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",636813204.0,0.0
2020,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,19816765.0,0.0
2020,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,208541955.0,0.0
2021,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",175041984.0,109785.863
2021,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3675125.0,2384.605
2021,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,139086559.0,87720.885
2021,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",666477986.0,0.0
2021,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,28077143.0,0.0
2021,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,302475665.0,0.0
2022,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",217511757.0,
2022,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,3783787.0,1759.756
2022,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,186170355.0,
2022,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",573894609.0,
2022,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,32997514.0,15808.072
2022,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,546216823.0,
2023,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",376555100.0,207374.948
2023,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,5323023.0,2844.644
2023,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,261932277.0,141140.824
2023,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",618306237.0,
2023,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,18155007.0,
2023,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,365624309.0,
2024,USA,842,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",388009659.0,
2024,USA,842,Germany,276,Import,M,854232,Electronic integrated circuits; memories,6181684.0,3323.248
2024,USA,842,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,300350501.0,183812.499
2024,USA,842,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",344759520.0,
2024,USA,842,Germany,276,Export,X,854232,Electronic integrated circuits; memories,14299762.0,
2024,USA,842,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,164605614.0,
2018,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",531551065.387,0.0
2018,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,491991881.282,0.0
2018,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,832105245.428,0.0
2018,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",776316041.269,0.0
2018,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,5157764563.573,0.0
2018,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1255633083.681,0.0
2019,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",722678447.054,0.0
2019,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,453144554.85,347393.716
2019,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,644050373.742,0.0
2019,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",638906421.663,0.0
2019,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,4604195460.332,0.0
2019,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1089885308.363,0.0
2020,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",695861833.187,0.0
2020,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,436317295.99,366249.571
2020,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,608138435.08,493284.518
2020,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",630002154.014,0.0
2020,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,4585068917.828,0.0
2020,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1133753330.644,0.0
2021,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",874467899.211,548463.923
2021,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,644733297.435,418335.304
2021,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,899008622.857,566998.227
2021,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",794085481.444,0.0
2021,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,5583559869.5,0.0
2021,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1371300917.659,0.0
2022,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",938552911.106,0.0
2022,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,515145958.046,239583.047
2022,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1129987656.882,0.0
2022,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",977480266.252,0.0
2022,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,4989515379.924,2390319.953
2022,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1384413884.297,0.0
2023,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",754774407.664,415666.403
2023,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,216989603.893,115960.097
2023,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,747997652.063,403054.583
2023,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1058373734.788,
2023,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,4241031727.742,
2023,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1227507333.064,
2024,Japan,392,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",692161864.809,
2024,Japan,392,China,156,Import,M,854232,Electronic integrated circuits; memories,272677966.128,146590.549
2024,Japan,392,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,575748164.592,352354.029
2024,Japan,392,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",983883296.015,
2024,Japan,392,China,156,Export,X,854232,Electronic integrated circuits; memories,4049729224.321,
2024,Japan,392,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1223341491.726,
2018,Japan,392,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1239235264.801,0.0
2018,Japan,392,USA,842,Import,M,854232,Electronic integrated circuits; memories,210114498.045,0.0
2018,Japan,392,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,967175425.613,0.0
2018,Japan,392,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",459597537.529,0.0
2018,Japan,392,USA,842,Export,X,854232,Electronic integrated circuits; memories,133435972.018,0.0
2018,Japan,392,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,415356091.344,0.0
2019,Japan,392,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1348271527.711,0.0
2019,Japan,392,USA,842,Import,M,854232,Electronic integrated circuits; memories,204033059.873,156417.642
2019,Japan,392,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,750781770.17,0.0
2019,Japan,392,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",406401977.12,0.0
2019,Japan,392,USA,842,Export,X,854232,Electronic integrated circuits; memories,107470591.163,0.0
2019,Japan,392,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,382175638.106,0.0
