year,reporter,reporter_code,partner,partner_code,flow,flow_code,hs_code,commodity,trade_value_usd,net_weight_kg
2020,Rep. of Korea,410,USA,842,Export,X,854232,Electronic integrated circuits; memories,393817209.0,26180.75
2020,Rep. of Korea,410,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,28341317.0,62325.1
2021,Rep. of Korea,410,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2316271024.0,194304.28
2021,Rep. of Korea,410,USA,842,Import,M,854232,Electronic integrated circuits; memories,87235817.0,6318.128
2021,Rep. of Korea,410,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,654624758.0,76600.69
2021,Rep. of Korea,410,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",647137095.0,268451.3
2021,Rep. of Korea,410,USA,842,Export,X,854232,Electronic integrated circuits; memories,672198402.0,30002.75
2021,Rep. of Korea,410,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,90092811.0,131491.28
2022,Rep. of Korea,410,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2104958827.0,203045.0
2022,Rep. of Korea,410,USA,842,Import,M,854232,Electronic integrated circuits; memories,50479297.0,4649.108
2022,Rep. of Korea,410,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,246546925.0,67143.7
2022,Rep. of Korea,410,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",631484261.0,203402.1
2022,Rep. of Korea,410,USA,842,Export,X,854232,Electronic integrated circuits; memories,568825705.0,21687.776
2022,Rep. of Korea,410,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,75399061.0,79554.12
2023,Rep. of Korea,410,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2028726727.0,146515.8
2023,Rep. of Korea,410,USA,842,Import,M,854232,Electronic integrated circuits; memories,10878201.0,2711.431
2023,Rep. of Korea,410,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,441342138.0,40382.655
2023,Rep. of Korea,410,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",441224078.0,173302.0
2023,Rep. of Korea,410,USA,842,Export,X,854232,Electronic integrated circuits; memories,211189317.0,19650.32
2023,Rep. of Korea,410,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,57395296.0,46161.75
2024,Rep. of Korea,410,USA,842,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2188943980.0,131818.03
2024,Rep. of Korea,410,USA,842,Import,M,854232,Electronic integrated circuits; memories,9631321.0,2813.212
2024,Rep. of Korea,410,USA,842,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,631988450.0,37361.903
2024,Rep. of Korea,410,USA,842,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1294007832.0,163257.55
2024,Rep. of Korea,410,USA,842,Export,X,854232,Electronic integrated circuits; memories,305417685.0,15686.748
2024,Rep. of Korea,410,USA,842,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,40726994.0,30186.67
2018,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1921531993.0,153236.3
2018,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,256611375.0,21385.68
2018,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,200838700.0,161047.6
2018,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",272361930.0,149330.25
2018,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,552314741.0,19348.82
2018,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,29333952.0,30372.58
2019,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1909964396.0,132027.15
2019,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,142461388.0,21485.27
2019,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,228233740.0,141879.4
2019,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",245025659.0,92728.43
2019,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,456544110.0,22424.42
2019,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,24295553.0,30542.75
2020,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2226179907.0,122746.04
2020,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,72357085.0,15690.891
2020,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,236396456.0,157112.59
2020,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",228586820.0,101148.04
2020,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,385760465.0,18832.589
2020,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,22638746.0,30899.68
2021,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2790224836.0,165970.5
2021,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,54566626.0,11787.78
2021,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,317286209.0,336594.7
2021,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",387206152.0,177159.47
2021,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,544655021.0,25917.11
2021,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,34961055.0,33376.5
2022,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4956988622.0,170705.4
2022,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,44395134.0,8208.282
2022,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,283066662.0,248452.8
2022,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",456628718.0,185158.5
2022,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,394461300.0,18322.23
2022,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,94142822.0,32283.18
2023,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4756763102.0,130249.44
2023,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,33315046.0,7109.198
2023,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,256291228.0,223825.7
2023,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",755188840.0,173507.07
2023,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,340532258.0,21169.6
2023,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,44181196.0,16648.988
2024,Rep. of Korea,410,Japan,392,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5695708940.0,130432.88
2024,Rep. of Korea,410,Japan,392,Import,M,854232,Electronic integrated circuits; memories,40205949.0,5666.063
2024,Rep. of Korea,410,Japan,392,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,242108890.0,231090.0
2024,Rep. of Korea,410,Japan,392,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",251947368.0,104218.25
2024,Rep. of Korea,410,Japan,392,Export,X,854232,Electronic integrated circuits; memories,483640800.0,24922.75
2024,Rep. of Korea,410,Japan,392,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,30117760.0,25527.99
2018,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",38728101.0,4058.99
2018,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,128722.0,107.52
2018,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,445848.0,422.24
2018,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",73814961.0,67839.27
2018,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,23737183.0,1386.75
2018,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1623208.0,4607.13
2019,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",394328033.0,9236.25
2019,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,219982.0,47.56
2019,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,537209.0,314.41
2019,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",44547591.0,48655.22
2019,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,34835431.0,1789.98
2019,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2279032.0,5166.62
2020,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",25584786.0,1717.873
2020,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,3326427.0,706.674
2020,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,324115.0,246.492
2020,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",41752621.0,35796.94
2020,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,47156018.0,3161.608
2020,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2963125.0,5664.588
2021,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",32659514.0,2871.994
2021,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,4095597.0,883.643
2021,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,887628.0,445.136
2021,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",32762391.0,35920.79
2021,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,70526327.0,3819.48
2021,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,3299203.0,5787.622
2022,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",13160748.0,783.111
2022,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1371159.0,277.43
2022,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1213370.0,382.816
2022,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",34900210.0,33696.61
2022,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,59493332.0,2777.73
2022,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,3468267.0,3803.519
2023,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",16795292.0,1152.508
2023,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,1894068.0,316.967
2023,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,338737.0,289.167
2023,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",64547707.0,45144.66
2023,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,39582298.0,2547.07
2023,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2756177.0,5925.95
2024,Rep. of Korea,410,Netherlands,528,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8274049.0,438.972
2024,Rep. of Korea,410,Netherlands,528,Import,M,854232,Electronic integrated circuits; memories,272396.0,70.197
2024,Rep. of Korea,410,Netherlands,528,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,26407653.0,919.363
2024,Rep. of Korea,410,Netherlands,528,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",50378113.0,21513.81
2024,Rep. of Korea,410,Netherlands,528,Export,X,854232,Electronic integrated circuits; memories,51684558.0,3060.579
2024,Rep. of Korea,410,Netherlands,528,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1405870.0,2248.452
2018,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1363532401.0,84932.53
2018,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,280446588.0,19621.14
2018,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,258059418.0,72350.98
2018,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2210538889.0,663713.4
2018,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,272110759.0,38754.1
2018,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,35258534.0,75530.39
2019,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1178974382.0,91843.89
2019,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,101544597.0,9045.39
2019,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,243225487.0,60833.74
2019,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1870880046.0,657029.4
2019,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,159177217.0,28796.16
2019,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,33498526.0,88437.18
2020,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1991963657.0,113719.85
2020,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,176910969.0,15043.469
2020,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,286986670.0,76402.57
2020,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2102316602.0,689427.0
2020,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,132236695.0,16330.489
2020,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,30610983.0,80390.91
2021,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1671935789.0,140407.4
2021,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,131885881.0,5351.401
2021,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,350735704.0,145854.74
2021,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3213789487.0,824361.8
2021,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,118536656.0,18287.325
2021,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,78393759.0,371818.59
2022,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2019659202.0,133933.62
2022,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,299416815.0,7558.09
2022,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,352834984.0,162025.86
2022,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",5216155482.0,861561.4
2022,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,166184603.0,16636.474
2022,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,150290983.0,683412.1
2023,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2514364742.0,109665.52
2023,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,121692298.0,5952.055
2023,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,223051104.0,117215.73
2023,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4052096627.0,740774.0
2023,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,135159863.0,28310.498
2023,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,108515130.0,410054.3
2024,Rep. of Korea,410,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2126868013.0,116253.44
2024,Rep. of Korea,410,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,511470509.0,18162.218
2024,Rep. of Korea,410,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,227111627.0,113501.02
2024,Rep. of Korea,410,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3367413481.0,671162.2
2024,Rep. of Korea,410,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,317642922.0,40502.78
2024,Rep. of Korea,410,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,89580430.0,424979.8
2018,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",348461871.0,57593.55
2018,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,865409.0,178.92
2018,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,61664980.0,22281.67
2018,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",53102741.0,12643.31
2018,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,57989970.0,5231.42
2018,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,96879855.0,165143.2
2019,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",366822310.0,57149.74
2019,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,749332.0,156.76
2019,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,63802286.0,20588.14
2019,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",19005215.0,8322.89
2019,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,57720211.0,4954.72
2019,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,104323090.0,127644.53
2020,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",548766570.0,72484.58
2020,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,1833322.0,232.595
2020,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,64228967.0,17323.177
2020,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",16579407.0,7709.556
2020,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,46559766.0,3869.543
2020,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,88820488.0,115021.88
2021,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",527711530.0,65141.85
2021,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,809955.0,914.579
2021,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,302302251.0,40350.67
2021,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",20154608.0,8790.75
2021,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,104024740.0,5698.153
2021,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,111258754.0,148189.5
2022,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",597796116.0,61417.35
2022,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,1401190.0,2974.644
2022,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,251632927.0,29524.26
2022,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",73357110.0,20646.392
2022,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,180415567.0,8104.903
2022,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,125791302.0,156272.9
2023,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",633566465.0,59131.1
2023,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,537324.0,854.026
2023,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,175345474.0,19038.627
2023,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",40775290.0,11055.487
2023,Rep. of Korea,410,Germany,276,Export,X,854232,Electronic integrated circuits; memories,148205781.0,9007.216
2023,Rep. of Korea,410,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,157049567.0,184424.7
2024,Rep. of Korea,410,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",557956156.0,47686.72
2024,Rep. of Korea,410,Germany,276,Import,M,854232,Electronic integrated circuits; memories,350975.0,194.418
2024,Rep. of Korea,410,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,196568118.0,28117.46
2024,Rep. of Korea,410,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",27965821.0,10584.242
